"","token","tok_length","n"
"1310","公使",2,45
"1311","公使館",3,9
"1312","公債",2,35
"1313","公元",2,1
"1314","公元前",3,1
"1315","公共",2,12
"1316","公利",2,3
"1317","公務",2,7
"1318","公務員",3,1
"1319","公卿",2,1
"1320","公司",2,192
"1321","公器",2,1
"1322","公園",2,15
"1323","公堂",2,1
"1324","公報",2,7
"1325","公墓",2,1
"1326","公定",2,2
"1327","公家",2,6
"1328","公寓",2,1
"1329","公布",2,57
"1330","公帑",2,1
"1331","公平",2,8
"1332","公式",2,1
"1333","公德",2,1
"1334","公意",2,1
"1335","公所",2,17
"1336","公文",2,10
"1337","公會",2,5
"1338","公有",2,5
"1339","公案",2,2
"1340","公權",2,1
"1341","公款",2,11
"1342","公正",2,7
"1343","公武",2,1
"1344","公民",2,16
"1345","公決",2,5
"1346","公法",2,14
"1347","公然",2,4
"1348","公物",2,1
"1349","公理",2,13
"1350","公產",2,1
"1351","公用",2,1
"1352","公益",2,20
"1353","公社",2,1
"1354","公私",2,1
"1355","公立",2,3
"1356","公約",2,4
"1357","公署",2,9
"1358","公職",2,1
"1359","公舉",2,11
"1360","公衆",2,2
"1361","公認",2,5
"1362","公論",2,1
"1363","公費",2,4
"1364","公路",2,2
"1365","公道",2,4
"1366","公選",2,1
"1367","公里",2,1
"1368","公開",2,3
"1369","公電",2,2
"1370","六",1,317
"1371","六六六",3,1
"1372","六十",2,34
"1373","六千",2,14
"1374","六合",2,1
"1375","六哥",2,1
"1376","六年",2,4
"1377","六日",2,5
"1378","六時",2,1
"1379","六月",2,44
"1380","六朝",2,3
"1381","六百",2,25
"1382","六科",2,1
"1383","六經",2,2
"1384","六萬",2,6
"1385","共",1,135
"1386","共同",2,34
"1387","共和",2,51
"1388","共和制",3,1
"1389","共和國",3,13
"1390","共和黨",3,18
"1391","共有",2,1
"1392","共濟會",3,3
"1393","共產",2,6
"1394","共產主義",4,2
"1395","共產黨",3,6
"1396","共產黨員",4,1
"1397","共用",2,1
"1398","共處",2,1
"1399","共計",2,4
"1400","共通",2,4
"1401","共進會",3,1
"1402","共黨",2,4
"1403","兵",1,148
"1404","兵事",2,1
"1405","兵備",2,5
"1406","兵兵",2,1
"1407","兵力",2,6
"1408","兵卒",2,2
"1409","兵員",2,3
"1410","兵器",2,4
"1411","兵士",2,15
"1412","兵工廠",3,1
"1413","兵役",2,1
"1414","兵營",2,2
"1415","兵燹",2,1
"1416","兵禍",2,1
"1417","兵科",2,1
"1418","兵種",2,2
"1419","兵船",2,1
"1420","兵艦",2,3
"1421","兵變",2,4
"1422","兵部",2,1
"1423","兵長",2,1
"1424","兵隊",2,4
"1425","兵餉",2,1
"1426","其",1,1649
"1427","其中",2,45
"1428","其他",2,81
"1429","其它",2,4
"1430","其實",2,22
"1431","其後",2,5
"1432","其所",2,1
"1433","其次",2,10
"1434","其間",2,23
"1435","其餘",2,62
"1436","具",1,78
"1437","具備",2,5
"1438","具有",2,2
"1439","具體",2,19
"1440","典",1,7
"1441","典故",2,1
"1442","典獄",2,2
"1443","典禮",2,3
"1444","典雅",2,1
"1445","兹",1,2
"1446","兼",1,65
"1447","兼任",2,1
"1448","兼顧",2,1
"1449","冀",1,14
"1450","内",1,6
"1451","内閣",2,1
"1452","冊",1,2
"1453","册",1,29
"1454","册封",2,1
"1455","再",1,159
"1456","再三",2,1
"1457","再度",2,1
"1458","再有",2,1
"1459","再次",2,2
"1460","再生",2,1
"1461","再者",2,1
"1462","冒",1,4
"1463","冒險",2,5
"1464","冕",1,1
"1465","冗",1,3
"1466","冗長",2,1
"1467","冠",1,11
"1468","冥",1,2
"1469","冥冥",2,1
"1470","冥想",2,1
"1471","冬",1,19
"1472","冬天",2,4
"1473","冬季",2,1
"1474","冬日",2,3
"1475","冰",1,5
"1476","冲",1,3
"1477","决",1,1
"1478","决定",2,1
"1479","况",1,35
"1480","况且",2,3
"1481","冶",1,7
"1482","冶金",2,2
"1483","冷",1,12
"1484","冷却",2,1
"1485","冷淡",2,1
"1486","冷落",2,2
"1487","冷靜",2,3
"1488","冷飯",2,5
"1489","凄",1,1
"1490","准",1,67
"1491","凌",1,11
"1492","凌雲",2,1
"1493","凌霄",2,2
"1494","凍餒",2,1
"1495","凑",1,1
"1496","凝",1,1
"1497","凝然",2,1
"1498","凝視",2,1
"1499","凟",1,1
"1500","几",1,2
"1501","凡",1,179
"1502","凡百",2,1
"1503","凱",1,4
"1504","凱旋",2,2
"1505","凴",1,1
"1506","凶",1,6
"1507","凶器",2,4
"1508","凶殘",2,1
"1509","凸",1,1
"1510","凸起",2,1
"1511","凹",1,2
"1512","出",1,385
"1513","出世",2,4
"1514","出來",2,3
"1515","出入",2,10
"1516","出兵",2,2
"1517","出動",2,1
"1518","出去",2,1
"1519","出口",2,16
"1520","出品",2,3
"1521","出售",2,3
"1522","出土",2,6
"1523","出境",2,3
"1524","出席",2,16
"1525","出征",2,1
"1526","出戰",2,1
"1527","出於",2,2
"1528","出殯",2,1
"1529","出氣",2,1
"1530","出沒",2,4
"1531","出爾反爾",4,1
"1532","出版",2,17
"1533","出版物",3,2
"1534","出版界",3,1
"1535","出現",2,7
"1536","出產",2,11
"1537","出發",2,7
"1538","出發點",3,2
"1539","出缺",2,1
"1540","出色",2,2
"1541","出資",2,3
"1542","出賣",2,1
"1543","出走",2,1
"1544","出路",2,7
"1545","出身",2,14
"1546","出遊",2,1
"1547","出門",2,3
"1548","函",1,22
"1549","刀",1,7
"1550","刀劍",2,1
"1551","刁",1,4
"1552","刃",1,1
"1553","分",1,445
"1554","分佈",2,1
"1555","分別",2,42
"1556","分割",2,2
"1557","分化",2,2
"1558","分區",2,5
"1559","分子",2,14
"1560","分局",2,2
"1561","分工",2,1
"1562","分擔",2,1
"1563","分支",2,1
"1564","分散",2,1
"1565","分數",2,13
"1566","分明",2,1
"1567","分會",2,7
"1568","分析",2,4
"1569","分校",2,2
"1570","分發",2,4
"1571","分科",2,2
"1572","分立",2,1
"1573","分級",2,1
"1574","分裂",2,6
"1575","分辨",2,1
"1576","分部",2,8
"1577","分配",2,14
"1578","分量",2,1
"1579","分鐘",2,1
"1580","分院",2,2
"1581","分隊",2,2
"1582","分離",2,2
"1583","分類",2,4
"1584","切",1,127
"1585","切實",2,15
"1586","切磋",2,3
"1587","切線",2,1
"1588","切膚",2,2
"1589","切身",2,1
"1590","刈",1,2
"1591","刊",1,7
"1592","刊印",2,1
"1593","刊物",2,1
"1594","刊行",2,1
"1595","刋",1,32
"1596","刑",1,5
"1597","刑事",2,14
"1598","刑事訴訟法",5,1
"1599","刑律",2,2
"1600","刑法",2,4
"1601","刑罰",2,2
"1602","刑部",2,1
"1603","列",1,161
"1604","列入",2,2
"1605","列國",2,4
"1606","列寧",2,1
"1607","列強",2,12
"1608","列舉",2,3
"1609","列表",2,1
"1610","初",1,124
"1611","初三",2,4
"1612","初二",2,6
"1613","初五",2,3
"1614","初八",2,4
"1615","初十",2,6
"1616","初四",2,2
"1617","初夏",2,2
"1618","初旬",2,5
"1619","初期",2,6
"1620","初次",2,2
"1621","初步",2,2
"1622","初秋",2,1
"1623","初等",2,13
"1624","初等教育",4,2
"1625","初級",2,3
"1626","初階",2,1
"1627","初頭",2,1
"1628","删",1,8
"1629","删除",2,4
"1630","判",1,6
"1631","判別",2,1
"1632","判定",2,1
"1633","判斷",2,5
"1634","判然",2,2
"1635","判若",2,1
"1636","別",1,84
"1637","別人",2,2
"1638","別墅",2,1
"1639","別離",2,2
"1640","刦",1,2
"1641","刧",1,1
"1642","利",1,127
"1643","利亞",2,1
"1644","利加",2,1
"1645","利器",2,4
"1646","利害",2,31
"1647","利息",2,14
"1648","利權",2,12
"1649","利源",2,3
"1650","利潤",2,1
"1651","利率",2,2
"1652","利瑪竇",3,1
"1653","利用",2,45
"1654","利益",2,70
"1655","利祿",2,1
"1656","利誘",2,1
"1657","刮",1,3
"1658","到",1,450
"1659","到底",2,4
"1660","到處",2,5
"1661","制",1,105
"1662","制勝",2,1
"1663","制定",2,26
"1664","制度",2,122
"1665","制憲",2,21
"1666","制服",2,5
"1667","制止",2,2
"1668","制裁",2,1
"1669","制限",2,4
"1670","刷",1,4
"1671","券",1,6
"1672","刹",1,1
"1673","刺",1,21
"1674","刺刀",2,1
"1675","刺史",2,3
"1676","刺客",2,1
"1677","刺激",2,13
"1678","刺激性",3,1
"1679","刺繡",2,2
"1680","刻",1,20
"1681","刻下",2,2
"1682","刻刻",2,2
"1683","刻印",2,1
"1684","刻本",2,2
"1685","刻版",2,1
"1686","刼",1,18
"1687","剃",1,1
"1688","剃頭",2,1
"1689","則",1,1054
"1690","削",1,7
"1691","削弱",2,3
"1692","前",1,375
"1693","前任",2,1
"1694","前來",2,1
"1695","前回",2,1
"1696","前妻",2,1
"1697","前年",2,8
"1698","前往",2,16
"1699","前後",2,2
"1700","前提",2,4
"1701","前日",2,2
"1702","前漢",2,1
"1703","前程",2,2
"1704","前賢",2,1
"1705","前輩",2,1
"1706","前述",2,1
"1707","前途",2,33
"1708","前進",2,7
"1709","前門",2,3
"1710","前面",2,5
"1711","剔除",2,2
"1712","剖",1,2
"1713","剖解",2,2
"1714","剛",1,8
"1715","剛好",2,2
"1716","剛巧",2,1
"1717","剛果",2,1
"1718","剝",1,1
"1719","剝削",2,4
"1720","剝奪",2,1
"1721","剝落",2,1
"1722","剩",1,7
"1723","剩餘",2,2
"1724","剪",1,3
"1725","副",1,34
"1726","副使",2,2
"1727","副司令",3,1
"1728","副官",2,1
"1729","副座",2,1
"1730","副會長",3,6
"1731","副業",2,2
"1732","副總",2,14
"1733","副總統",3,16
"1734","副總裁",3,6
"1735","副署",2,1
"1736","副長",2,2
"1737","副院長",3,1
"1738","割",1,8
"1739","割愛",2,1
"1740","割捨",2,1
"1741","割斷",2,1
"1742","割裂",2,1
"1743","割讓",2,5
"1744","剴切",2,2
"1745","創",1,34
"1746","創作",2,9
"1747","創制",2,3
"1748","創制權",3,2
"1749","創始",2,2
"1750","創意",2,1
"1751","創業",2,1
"1752","創立",2,16
"1753","創製",2,1
"1754","創見",2,2
"1755","創設",2,8
"1756","創辦",2,17
"1757","創造",2,14
"1758","創造力",3,2
"1759","剷除",2,5
"1760","剽",1,2
"1761","剿",1,1
"1762","剿滅",2,1
"1763","劃",1,21
"1764","劃分",2,6
"1765","劃定",2,3
"1766","劄",1,5
"1767","劇",1,22
"1768","劇作",2,7
"1769","劇作家",3,2
"1770","劇團",2,1
"1771","劇場",2,5
"1772","劇情",2,1
"1773","劇本",2,8
"1774","劇烈",2,11
"1775","劇變",2,4
"1776","劇院",2,2
"1777","劈",1,1
"1778","劉",1,43
"1779","劉坤",2,1
"1780","劉邦",2,1
"1781","劍",1,11
"1782","劍橋",2,2
"1783","劍橋大學",4,1
"1784","劑",1,1
"1785","力",1,191
"1786","力戰",2,3
"1787","力爭",2,2
"1788","力量",2,17
"1789","功",1,49
"1790","功利",2,3
"1791","功名",2,1
"1792","功夫",2,4
"1793","功德",2,1
"1794","功效",2,1
"1795","功業",2,2
"1796","功用",2,6
"1797","功績",2,6
"1798","功罪",2,1
"1799","功能",2,3
"1800","功臣",2,1
"1801","功課",2,10
"1802","加",1,147
"1803","加以",2,31
"1804","加倍",2,1
"1805","加價",2,1
"1806","加入",2,41
"1807","加增",2,3
"1808","加強",2,3
"1809","加成",2,1
"1810","加拿大",3,2
"1811","加減",2,1
"1812","加緊",2,6
"1813","加美",2,2
"1814","加藤",2,3
"1815","加重",2,5
"1816","劣",1,15
"1817","劣紳",2,3
"1818","助",1,55
"1819","助力",2,6
"1820","助成",2,1
"1821","助手",2,1
"1822","助理",2,1
"1823","助長",2,3
"1824","努力",2,45
"1825","劵",1,1
"1826","効",1,6
"1827","効力",2,4
"1828","劻",1,10
"1829","劾",1,2
"1830","勁敵",2,1
"1831","勃",1,4
"1832","勃勃",2,2
"1833","勃發",2,2
"1834","勃興",2,6
"1835","勃起",2,1
"1836","勅",1,1
"1837","勇",1,5
"1838","勇敢",2,2
"1839","勇氣",2,4
"1840","勇猛",2,4
"1841","勇銳",2,1
"1842","勉",1,13
"1843","勉力",2,1
"1844","勉勵",2,1
"1845","勉強",2,4
"1846","勉强",2,1
"1847","勒",1,19
"1848","動",1,35
"1849","動亂",2,7
"1850","動作",2,2
"1851","動力",2,6
"1852","動向",2,1
"1853","動員",2,4
"1854","動員令",3,2
"1855","動彈",2,1
"1856","動搖",2,9
"1857","動植物",3,1
"1858","動機",2,31
"1859","動物",2,5
"1860","動物園",3,2
"1861","動盪",2,1
"1862","動蕩",2,1
"1863","動詞",2,2
"1864","動議",2,1
"1865","動輒",2,5
"1866","動靜",2,1
"1867","勗",1,1
"1868","勗勉",2,1
"1869","勘",1,14
"1870","務",1,117
"1871","勛",1,2
"1872","勝",1,63
"1873","勝任",2,2
"1874","勝利",2,20
"1875","勝地",2,3
"1876","勝治",2,1
"1877","勝田",2,2
"1878","勝男",2,1
"1879","勝算",2,1
"1880","勝負",2,3
"1881","勞",1,35
"1882","勞力",2,1
"1883","勞動",2,67
"1884","勞動者",3,26
"1885","勞工",2,24
"1886","勞心",2,1
"1887","勞績",2,1
"1888","勞苦",2,1
"1889","勞資",2,7
"1890","募",1,10
"1891","募債",2,3
"1892","募集",2,4
"1893","勢",1,74
"1894","勢力",2,96
"1895","勢必",2,12
"1896","勤",1,18
"1897","勤儉",2,1
"1898","勤勉",2,2
"1899","勤務",2,1
"1900","勤勞",2,1
"1901","勤奮",2,1
"1902","勤王",2,1
"1903","勱",1,1
"1904","勳",1,8
"1905","勳業",2,1
"1906","勵",1,13
"1907","勵行",2,2
"1908","勸",1,25
"1909","勸募",2,1
"1910","勸學",2,2
"1911","勸導",2,3
"1912","勸業",2,7
"1913","勸阻",2,1
"1914","勻",1,2
"1915","勿",1,29
"1916","匀",1,3
"1917","包",1,11
"1918","包含",2,4
"1919","包圍",2,2
"1920","包容",2,1
"1921","包括",2,3
"1922","包藏",2,2
"1923","包裝",2,2
"1924","包辦",2,2
"1925","包頭",2,1
"1926","匆匆",2,3
"1927","匈",1,1
"1928","匈奴",2,2
"1929","化",1,80
"1930","化學",2,21
"1931","化學工業",4,3
"1932","北",1,70
"1933","北上",2,3
"1934","北京",2,177
"1935","北伐",2,3
"1936","北伐軍",3,1
"1937","北口",2,1
"1938","北大",2,6
"1939","北宋",2,1
"1940","北寧",2,14
"1941","北平",2,27
"1942","北戴河",3,4
"1943","北斗",2,2
"1944","北方",2,17
"1945","北村",2,1
"1946","北極",2,1
"1947","北洋",2,8
"1948","北海",2,2
"1949","北美",2,3
"1950","北軍",2,19
"1951","北邊",2,1
"1952","北郊",2,1
"1953","北部",2,8
"1954","北里",2,1
"1955","北門",2,6
"1956","北面",2,2
"1957","北魏",2,2
"1958","北齊",2,1
"1959","匠",1,6
"1960","匠心",2,1
"1961","匡",1,2
"1962","匡救",2,1
"1963","匡正",2,2
"1964","匪",1,25
"1965","匪賊",2,2
"1966","匯",1,29
"1967","匯兌",2,76
"1968","匯票",2,2
"1969","匯豐",2,3
"1970","匯豐銀行",4,2
"1971","匱",1,1
"1972","匹",1,2
"1973","匹夫",2,1
"1974","匾",1,3
"1975","匿",1,6
"1976","區",1,161
"1977","區公所",3,2
"1978","區分",2,2
"1979","區別",2,11
"1980","區劃",2,2
"1981","區區",2,5
"1982","區域",2,23
"1983","十",1,348
"1984","十七",2,82
"1985","十三",2,53
"1986","十三日",3,18
"1987","十九",2,73
"1988","十二",2,156
"1989","十二月",3,25
"1990","十五",2,120
"1991","十個",2,1
"1992","十八",2,88
"1993","十八日",3,25
"1994","十六",2,80
"1995","十六日",3,15
"1996","十分",2,28
"1997","十四",2,41
"1998","十四日",3,5
"1999","十多",2,1
"2000","十大",2,1
"2001","十字",2,3
"2002","十年",2,4
"2003","十幾",2,2
"2004","十日",2,22
"2005","十月",2,83
"2006","十月十日",4,2
"2007","十期",2,1
"2008","十條",2,2
"2009","十萬",2,7
"2010","十點",2,1
"2011","千",1,113
"2012","千古",2,1
"2013","千手",2,1
"2014","千萬",2,14
"2015","千葉",2,4
"2016","千里",2,1
"2017","卅",1,3
"2018","升",1,25
"2019","升入",2,1
"2020","升學",2,1
"2021","升官",2,1
"2022","升級",2,2
"2023","午",1,9
"2024","午前",2,3
"2025","午後",2,7
"2026","午飯",2,2
"2027","午餐",2,1
"2028","半",1,100
"2029","半兩",2,2
"2030","半島",2,2
"2031","半期",2,1
"2032","卍",1,1
"2033","卑",1,8
"2034","卑下",2,1
"2035","卑劣",2,2
"2036","卑屈",2,1
"2037","卒",1,43
"2038","卒業",2,20
"2039","卒業生",3,4
"2040","卓",1,5
"2041","卓絕",2,1
"2042","卓越",2,1
"2043","協",1,30
"2044","協力",2,6
"2045","協助",2,8
"2046","協同",2,4
"2047","協和",2,2
"2048","協和醫院",4,1
"2049","協商",2,16
"2050","協定",2,14
"2051","協會",2,25
"2052","協理",2,13
"2053","協約",2,28
"2054","協約國",3,2
"2055","協調",2,3
"2056","協議",2,16
"2057","協辦",2,2
"2058","南",1,143
"2059","南下",2,4
"2060","南京",2,48
"2061","南侵",2,1
"2062","南充",2,1
"2063","南北朝",3,1
"2064","南口",2,1
"2065","南國",2,1
"2066","南境",2,1
"2067","南宋",2,1
"2068","南寧",2,2
"2069","南嶺",2,1
"2070","南方",2,12
"2071","南昌",2,2
"2072","南明",2,2
"2073","南朝",2,1
"2074","南洋",2,9
"2075","南海",2,4
"2076","南溪",2,1
"2077","南潯",2,5
"2078","南移",2,1
"2079","南美",2,1
"2080","南美洲",3,1
"2081","南蠻",2,1
"2082","南詔",2,1
"2083","南越",2,7
"2084","南通",2,1
"2085","南邊",2,2
"2086","南部",2,11
"2087","南門",2,11
"2088","南開",2,1
"2089","南關",2,4
"2090","南面",2,2
"2091","博",1,28
"2092","博士",2,51
"2093","博學",2,1
"2094","博愛",2,1
"2095","博文",2,1
"2096","博物",2,2
"2097","博物館",3,10
"2098","博覽會",3,1
"2099","卜",1,5
"2100","占",1,50
"2101","占地",2,1
"2102","卡",1,3
"2103","卡爾",2,1
"2104","卯",1,1
"2105","印",1,28
"2106","印刷",2,11
"2107","印刷物",3,1
"2108","印度",2,17
"2109","印花",2,1
"2110","印花稅",3,9
"2111","印象",2,11
"2112","危",1,23
"2113","危及",2,1
"2114","危局",2,1
"2115","危急",2,1
"2116","危懼",2,1
"2117","危機",2,4
"2118","危殆",2,1
"2119","危言",2,2
"2120","危險",2,24
"2121","卲",1,1
"2122","即",1,10
"2123","却",1,19
"2124","卵",1,3
"2125","卷",1,45
"2126","卷子",2,1
"2127","卸",1,2
"2128","卸除",2,1
"2129","卹",1,1
"2130","卻",1,48
"2131","卽",1,617
"2132","卿",1,4
"2133","厄",1,4
"2134","厄運",2,1
"2135","厓",1,2
"2136","厚",1,16
"2137","厚望",2,1
"2138","厚木",2,1
"2139","厚薄",2,1
"2140","原",1,87
"2141","原來",2,16
"2142","原價",2,2
"2143","原則",2,39
"2144","原名",2,1
"2145","原因",2,47
"2146","原始",2,2
"2147","原委",2,2
"2148","原意",2,1
"2149","原故",2,1
"2150","原文",2,6
"2151","原料",2,13
"2152","原有",2,3
"2153","原本",2,3
"2154","原案",2,6
"2155","原狀",2,2
"2156","原理",2,13
"2157","原田",2,1
"2158","原由",2,1
"2159","原籍",2,1
"2160","原義",2,1
"2161","原諒",2,1
"2162","原論",2,2
"2163","原隊",2,1
"2164","原題",2,1
"2165","厠",1,3
"2166","厥",1,11
"2167","厭",1,9
"2168","厭惡",2,1
"2169","厭棄",2,3
"2170","厯",1,32
"2171","厰",1,1
"2172","厲",1,12
"2173","厲害",2,7
"2174","厲色",2,1
"2175","厲行",2,3
"2176","去",1,243
"2177","去世",2,2
"2178","去年",2,28
"2179","參",1,52
"2180","參事",2,19
"2181","參加",2,27
"2182","參差",2,7
"2183","參戰",2,2
"2184","參政",2,15
"2185","參照",2,2
"2186","參看",2,1
"2187","參考",2,24
"2188","參與",2,15
"2189","參觀",2,7
"2190","參謀",2,22
"2191","參謀總長",4,1
"2192","參謀長",3,4
"2193","參議",2,7
"2194","參議員",3,5
"2195","參議院",3,67
"2196","參贊",2,6
"2197","參酌",2,3
"2198","參閱",2,1
"2199","參院",2,5
"2200","參預",2,2
"2201","又",1,585
"2202","及",1,1013
"2203","及時",2,4
"2204","友",1,17
"2205","友三",2,3
"2206","友人",2,2
"2207","友善",2,2
"2208","友好",2,3
"2209","友誼",2,3
"2210","友邦",2,4
"2211","反",1,62
"2212","反之",2,1
"2213","反動",2,11
"2214","反射",2,1
"2215","反對",2,69
"2216","反復",2,1
"2217","反感",2,3
"2218","反抗",2,9
"2219","反日",2,2
"2220","反映",2,3
"2221","反正",2,1
"2222","反物",2,1
"2223","反省",2,1
"2224","反而",2,3
"2225","反覆",2,5
"2226","反革命",3,1
"2227","反響",2,1
"2228","叔",1,20
"2229","叔叔",2,2
"2230","取",1,158
"2231","取出",2,2
"2232","取得",2,5
"2233","取消",2,25
"2234","取締",2,7
"2235","受",1,237
"2236","受任",2,1
"2237","受傷",2,9
"2238","受制",2,3
"2239","受業",2,1
"2240","叙",1,3
"2241","叙述",2,1
"2242","叚",1,1
"2243","叛亂",2,1
"2244","叛軍",2,1
"2245","叛逆",2,1
"2246","叛黨",2,2
"2247","叢",1,9
"2248","叢書",2,2
"2249","叢談",2,1
"2250","口",1,42
"2251","口供",2,1
"2252","口口聲聲",4,1
"2253","口吻",2,2
"2254","口實",2,3
"2255","口岸",2,1
"2256","口授",2,1
"2257","口氣",2,1
"2258","口腔",2,1
"2259","口號",2,3
"2260","口角",2,1
"2261","口頭",2,3
"2262","口頭禪",3,1
"2263","古",1,49
"2264","古井",2,1
"2265","古人",2,2
"2266","古今",2,3
"2267","古代",2,10
"2268","古來",2,1
"2269","古典",2,1
"2270","古刹",2,1
"2271","古國",2,2
"2272","古塔",2,1
"2273","古墓",2,2
"2274","古墳",2,1
"2275","古屋",2,5
"2276","古文",2,3
"2277","古書",2,1
"2278","古本",2,1
"2279","古林",2,1
"2280","古樸",2,1
"2281","古物",2,12
"2282","古籍",2,1
"2283","古董",2,2
"2284","古詩",2,1
"2285","古蹟",2,2
"2286","古道",2,1
"2287","古錢",2,2
"2288","古風",2,3
"2289","句",1,23
"2290","句子",2,1
"2291","句法",2,1
"2292","另",1,88
"2293","另外",2,5
"2294","另行",2,3
"2295","叨",1,1
"2296","叨擾",2,1
"2297","叩",1,6
"2298","叩頭",2,1
"2299","只",1,80
"2300","只好",2,6
"2301","只是",2,2
"2302","只有",2,12
"2303","只管",2,1
"2304","只要",2,12
"2305","只須",2,4
"2306","叫",1,28
"2307","召",1,7
"2308","召開",2,2
"2309","召集",2,54
